timestamp,x_normalized,y_normalized
1746689238446,0.4833,0.4864
1746689238459,0.4833,0.4854
1746689238471,0.4844,0.4823
1746689238487,0.4849,0.4791
1746689238504,0.4849,0.4781
1746689238520,0.4849,0.4781
1746689238538,0.4849,0.4781
1746689238552,0.4849,0.4781
1746689238568,0.4849,0.4770
1746689238583,0.4849,0.4770
1746689238600,0.4849,0.4770
1746689238616,0.4849,0.4770
1746689238632,0.4849,0.4770
1746689238648,0.4849,0.4770
1746689238663,0.4849,0.4770
1746689238680,0.4849,0.4770
1746689238696,0.4854,0.4760
1746689238712,0.4859,0.4760
1746689238728,0.4865,0.4749
1746689238744,0.4880,0.4729
1746689238759,0.4917,0.4708
1746689238775,0.4979,0.4656
1746689238792,0.5177,0.4541
1746689238808,0.5266,0.4478
1746689238823,0.5604,0.4259
1746689238839,0.5964,0.4008
1746689238855,0.6297,0.3737
1746689238871,0.6630,0.3445
1746689238887,0.6630,0.3445
1746689238904,0.7016,0.3079
1746689238920,0.7229,0.2871
1746689238936,0.7469,0.2620
1746689238952,0.7635,0.2411
1746689238967,0.7849,0.2109
1746689238983,0.7958,0.1931
1746689239000,0.8094,0.1670
1746689239016,0.8187,0.1482
1746689239033,0.8271,0.1294
1746689239048,0.8359,0.1065
1746689239063,0.8427,0.0887
1746689239080,0.8427,0.0887
1746689239096,0.8427,0.0887
1746689239113,0.8427,0.0887
1746689239128,0.8427,0.0887
1746689239144,0.8427,0.0887
1746689239160,0.8427,0.0887
1746689239177,0.8427,0.0887
1746689239192,0.8427,0.0887
1746689239208,0.8427,0.0887
1746689239224,0.8427,0.0887
1746689239240,0.8427,0.0887
1746689239256,0.8427,0.0887
1746689239272,0.8427,0.0887
1746689239288,0.8427,0.0887
1746689239303,0.8427,0.0887
1746689239320,0.8427,0.0887
1746689239336,0.8427,0.0887
1746689239352,0.8427,0.0887
1746689239368,0.8427,0.0887
1746689239384,0.8427,0.0887
1746689239400,0.8427,0.0887
1746689239416,0.8427,0.0887
1746689239432,0.8427,0.0887
1746689239449,0.8427,0.0887
1746689239464,0.8427,0.0887
1746689239480,0.8427,0.0887
1746689239496,0.8427,0.0887
1746689239512,0.8427,0.0887
1746689239528,0.8427,0.0887
1746689239544,0.8427,0.0887
1746689239559,0.8427,0.0887
1746689239576,0.8427,0.0887
1746689239592,0.8427,0.0887
1746689239608,0.8427,0.0887
1746689239625,0.8427,0.0887
1746689239640,0.8427,0.0887
1746689239656,0.8427,0.0887
1746689239672,0.8427,0.0887
1746689239687,0.8427,0.0887
1746689239704,0.8427,0.0887
1746689239720,0.8427,0.0887
1746689239736,0.8427,0.0887
1746689239752,0.8427,0.0887
1746689239767,0.8427,0.0887
1746689239784,0.8427,0.0887
1746689239800,0.8427,0.0887
1746689239816,0.8427,0.0887
1746689239833,0.8427,0.0887
1746689239848,0.8427,0.0887
1746689239864,0.8427,0.0887
1746689239880,0.8427,0.0887
1746689239896,0.8427,0.0887
1746689239911,0.8427,0.0887
1746689239928,0.8427,0.0887
1746689239944,0.8427,0.0887
1746689239960,0.8427,0.0887
1746689239976,0.8427,0.0887
1746689239991,0.8427,0.0887
1746689240008,0.8427,0.0887
1746689240024,0.8427,0.0887
1746689240040,0.8427,0.0887
1746689240056,0.8427,0.0887
1746689240073,0.8427,0.0887
1746689240089,0.8427,0.0887
1746689240104,0.8427,0.0887
1746689240120,0.8427,0.0887
1746689240135,0.8427,0.0887
1746689240153,0.8427,0.0887
1746689240169,0.8427,0.0887
1746689240183,0.8427,0.0887
1746689240200,0.8427,0.0887
1746689240216,0.8427,0.0887
1746689240232,0.8427,0.0887
1746689240248,0.8427,0.0887
1746689240264,0.8427,0.0887
1746689240280,0.8427,0.0887
1746689240296,0.8427,0.0887
1746689240311,0.8427,0.0887
1746689240328,0.8427,0.0887
1746689240344,0.8427,0.0887
1746689240360,0.8427,0.0887
1746689240376,0.8427,0.0887
1746689240392,0.8427,0.0887
1746689240408,0.8427,0.0887
1746689240424,0.8427,0.0887
1746689240440,0.8427,0.0887
1746689240456,0.8427,0.0887
1746689240472,0.8427,0.0887
1746689240488,0.8427,0.0887
1746689240504,0.8427,0.0887
1746689240520,0.8427,0.0887
1746689240536,0.8427,0.0887
1746689240552,0.8427,0.0887
1746689240568,0.8427,0.0887
1746689240583,0.8427,0.0887
1746689240601,0.8427,0.0887
1746689240617,0.8427,0.0887
1746689240632,0.8427,0.0887
1746689240647,0.8427,0.0887
1746689240664,0.8427,0.0887
1746689240680,0.8427,0.0887
1746689240696,0.8427,0.0887
1746689240712,0.8427,0.0887
1746689240728,0.8427,0.0887
1746689240744,0.8427,0.0887
1746689240760,0.8427,0.0887
1746689240776,0.8427,0.0887
1746689240792,0.8427,0.0887
1746689240807,0.8427,0.0887
1746689240823,0.8427,0.0887
1746689240840,0.8427,0.0887
1746689240857,0.8427,0.0887
1746689240873,0.8427,0.0887
1746689240888,0.8427,0.0887
1746689240904,0.8427,0.0887
1746689240920,0.8427,0.0887
1746689240936,0.8427,0.0887
1746689240952,0.8427,0.0887
1746689240968,0.8427,0.0887
1746689240984,0.8427,0.0887
1746689241000,0.8427,0.0887
1746689241016,0.8427,0.0887
1746689241032,0.8427,0.0887
1746689241049,0.8427,0.0887
1746689241064,0.8427,0.0887
1746689241080,0.8427,0.0887
1746689241096,0.8427,0.0887
1746689241112,0.8427,0.0887
1746689241128,0.8427,0.0887
1746689241144,0.8427,0.0887
1746689241160,0.8427,0.0887
1746689241176,0.8427,0.0887
1746689241193,0.8427,0.0887
1746689241208,0.8427,0.0887
1746689241224,0.8427,0.0887
1746689241240,0.8427,0.0887
1746689241255,0.8427,0.0887
1746689241271,0.8427,0.0887
1746689241288,0.8427,0.0887
1746689241305,0.8427,0.0887
1746689241321,0.8427,0.0887
1746689241336,0.8427,0.0887
1746689241352,0.8427,0.0887
1746689241368,0.8427,0.0887
1746689241384,0.8427,0.0887
1746689241400,0.8427,0.0887
1746689241416,0.8427,0.0887
1746689241432,0.8427,0.0887
1746689241449,0.8427,0.0887
1746689241464,0.8427,0.0887
1746689241480,0.8427,0.0887
1746689241495,0.8427,0.0887
1746689241512,0.8427,0.0887
1746689241528,0.8427,0.0887
1746689241544,0.8427,0.0887
1746689241560,0.8427,0.0887
1746689241576,0.8427,0.0887
1746689241592,0.8427,0.0887
1746689241609,0.8427,0.0887
1746689241625,0.8427,0.0887
1746689242256,0.8427,0.0887
1746689243257,0.8427,0.0887
1746689244256,0.8427,0.0887
1746689245256,0.8427,0.0887
1746689246256,0.8427,0.0887
1746689247256,0.8427,0.0887
1746689248255,0.8427,0.0887
1746689249256,0.8427,0.0887
1746689250256,0.8427,0.0887
1746689251257,0.8427,0.0887
1746689251951,0.8427,0.0887
1746689251959,0.8427,0.0887
1746689251976,0.8427,0.0887
1746689251992,0.8427,0.0887
1746689252008,0.8427,0.0887
1746689252024,0.8427,0.0887
1746689252040,0.8427,0.0887
1746689252056,0.8427,0.0887
1746689252073,0.8427,0.0887
1746689252087,0.8427,0.0887
1746689252104,0.8427,0.0887
1746689252120,0.8427,0.0887
1746689252136,0.8427,0.0887
1746689252152,0.8427,0.0887
1746689252168,0.8427,0.0887
1746689252183,0.3625,0.9666
1746689252200,0.3625,0.9666
1746689252216,0.3625,0.9666
1746689252232,0.3625,0.9666
1746689252248,0.3625,0.9666
1746689252265,0.3625,0.9666
1746689252281,0.3625,0.9666
1746689252296,0.3625,0.9666
1746689252312,0.3625,0.9666
1746689252328,0.3625,0.9666
1746689252344,0.3625,0.9666
1746689252360,0.3625,0.9666
1746689252376,0.3625,0.9666
1746689252392,0.3625,0.9666
1746689252408,0.3625,0.9666
1746689252424,0.3625,0.9666
1746689252440,0.3625,0.9666
1746689252456,0.3625,0.9666
1746689252472,0.3625,0.9666
1746689252488,0.3625,0.9666
1746689252504,0.3625,0.9666
1746689252520,0.3625,0.9666
1746689252536,0.3625,0.9666
1746689252551,0.3620,0.9635
1746689252568,0.3620,0.9635
1746689252584,0.3589,0.9530
1746689252599,0.3495,0.9280
1746689252616,0.3396,0.8998
1746689252632,0.3208,0.8528
1746689252647,0.3026,0.8069
1746689252664,0.2724,0.7265
1746689252681,0.2464,0.6534
1746689252696,0.1953,0.5084
